frame_index,timestamp,system_state,state_conf,inference_ms,is_event,event_type,triggered_rules
0,1774762043.0567176,INITIALIZING,0.0,0.0,False,,
1,1774762043.0934353,INITIALIZING,0.0,0.0,False,,
2,1774762043.1129484,INITIALIZING,0.0,0.0,False,,
3,1774762043.1370394,INITIALIZING,0.0,0.0,False,,
4,1774762043.15855,NORMAL,0.0,0.0,False,,
5,1774762043.1879418,NORMAL,0.0,0.0,False,,
6,1774762043.213071,NORMAL,0.0,0.0,False,,
7,1774762043.2340558,NORMAL,0.0,0.0,False,,
8,1774762043.2581456,NORMAL,0.0,0.0,False,,
9,1774762043.2806857,NORMAL,0.0,0.0,False,,
10,1774762043.306702,NORMAL,0.0,0.0,False,,
11,1774762043.3342202,NORMAL,0.0,0.0,False,,
12,1774762043.3608572,NORMAL,0.0,0.0,False,,
13,1774762043.385243,NORMAL,0.0,0.0,False,,
14,1774762043.417204,NORMAL,0.0,0.0,False,,
15,1774762043.4445617,NORMAL,0.0,0.0,False,,
16,1774762043.4718568,NORMAL,0.0,0.0,False,,
17,1774762043.502489,NORMAL,0.0,0.0,False,,
18,1774762043.533411,NORMAL,0.0,0.0,False,,
19,1774762043.5581074,NORMAL,0.0,0.0,False,,
20,1774762043.582792,NORMAL,0.0,0.0,False,,
21,1774762043.6125834,NORMAL,0.0,0.0,False,,
22,1774762043.6406295,NORMAL,0.0,0.0,False,,
23,1774762043.6680088,NORMAL,0.0,0.0,False,,
24,1774762043.695552,NORMAL,0.0,0.0,False,,
25,1774762043.7224166,NORMAL,0.0,0.0,False,,
26,1774762043.7495701,NORMAL,0.0,0.0,False,,
27,1774762043.7795181,NORMAL,0.0,0.0,False,,
28,1774762043.8072925,NORMAL,0.0,0.0,False,,
29,1774762043.8362272,NORMAL,0.0,0.0,False,,
30,1774762043.8640213,NORMAL,0.0,0.0,False,,
31,1774762043.891982,NORMAL,0.0,0.0,False,,
32,1774762043.9176896,NORMAL,0.0,0.0,False,,
33,1774762043.9483488,NORMAL,0.0,0.0,False,,
34,1774762043.97573,NORMAL,0.0,0.0,False,,
35,1774762044.0022218,NORMAL,0.0,0.0,False,,
36,1774762044.031201,NORMAL,0.0,0.0,False,,
37,1774762044.0591753,NORMAL,0.0,0.0,False,,
38,1774762044.085707,NORMAL,0.0,0.0,False,,
39,1774762044.1178246,NORMAL,0.0,0.0,False,,
40,1774762044.1445193,NORMAL,0.0,0.0,False,,
41,1774762044.1724257,NORMAL,0.0,0.0,False,,
42,1774762044.2008326,NORMAL,0.0,0.0,False,,
43,1774762044.2289948,NORMAL,0.0,0.0,False,,
44,1774762044.2555978,NORMAL,0.0,0.0,False,,
45,1774762044.2807684,NORMAL,0.0,0.0,False,,
46,1774762044.3086848,NORMAL,0.0,0.0,False,,
47,1774762044.3349671,NORMAL,0.0,0.0,False,,
48,1774762044.3627064,NORMAL,0.0,0.0,False,,
49,1774762044.3916092,NORMAL,0.0,0.0,False,,
50,1774762044.4199927,NORMAL,0.0,0.0,False,,
51,1774762044.4463012,NORMAL,0.0,0.0,False,,
52,1774762044.472436,NORMAL,0.0,0.0,False,,
53,1774762044.500996,NORMAL,0.0,0.0,False,,
54,1774762044.527764,NORMAL,0.0,0.0,False,,
55,1774762044.5553596,NORMAL,0.0,0.0,False,,
56,1774762044.5845685,NORMAL,0.0,0.0,False,,
57,1774762044.6136787,NORMAL,0.0,0.0,False,,
58,1774762044.6407747,NORMAL,0.0,0.0,False,,
59,1774762044.668652,NORMAL,0.0,0.0,False,,
60,1774762044.6989424,NORMAL,0.0,0.0,False,,
61,1774762044.7285542,NORMAL,0.0,0.0,False,,
62,1774762044.7576,NORMAL,0.0,0.0,False,,
63,1774762044.7846758,NORMAL,0.0,0.0,False,,
64,1774762044.8124058,NORMAL,0.0,0.0,False,,
