frame_index,timestamp,system_state,state_conf,inference_ms,is_event,event_type,triggered_rules
0,1773773089.7027237,INITIALIZING,0.0,0.0,False,,
1,1773773089.7395608,INITIALIZING,0.0,0.0,False,,
2,1773773089.77047,INITIALIZING,0.0,0.0,False,,
3,1773773089.8028846,INITIALIZING,0.0,0.0,False,,
4,1773773089.8347766,NORMAL,0.0,0.0,False,,
5,1773773089.8674448,NORMAL,0.0,0.0,False,,
6,1773773089.8991585,NORMAL,0.0,0.0,False,,
7,1773773089.9308538,NORMAL,0.0,0.0,False,,
8,1773773089.9630923,NORMAL,0.0,0.0,False,,
9,1773773089.995787,NORMAL,0.0,0.0,False,,
10,1773773090.027225,NORMAL,0.0,0.0,False,,
11,1773773090.0589118,NORMAL,0.0,0.0,False,,
12,1773773090.09067,NORMAL,0.0,0.0,False,,
13,1773773090.1387012,NORMAL,0.0,0.0,False,,
14,1773773090.1708207,NORMAL,0.0,0.0,False,,
15,1773773090.2021499,NORMAL,0.0,0.0,False,,
16,1773773090.2347398,NORMAL,0.0,0.0,False,,
17,1773773090.2668471,NORMAL,0.0,0.0,False,,
18,1773773090.3001862,NORMAL,0.0,0.0,False,,
19,1773773090.3307652,NORMAL,0.0,0.0,False,,
20,1773773090.3627908,NORMAL,0.0,0.0,False,,
21,1773773090.3947678,NORMAL,0.0,0.0,False,,
22,1773773090.426686,NORMAL,0.0,0.0,False,,
23,1773773090.4587917,NORMAL,0.0,0.0,False,,
24,1773773090.490896,NORMAL,0.0,0.0,False,,
25,1773773090.5388305,NORMAL,0.0,0.0,False,,
26,1773773090.571126,NORMAL,0.0,0.0,False,,
27,1773773090.6021056,NORMAL,0.0,0.0,False,,
28,1773773090.6350393,NORMAL,0.0,0.0,False,,
29,1773773090.6672635,NORMAL,0.0,0.0,False,,
30,1773773090.698871,NORMAL,0.0,0.0,False,,
31,1773773090.730652,NORMAL,0.0,0.0,False,,
32,1773773090.7630582,NORMAL,0.0,0.0,False,,
33,1773773090.795181,NORMAL,0.0,0.0,False,,
34,1773773090.8267913,NORMAL,0.0,0.0,False,,
35,1773773090.8588424,NORMAL,0.0,0.0,False,,
36,1773773090.8907416,NORMAL,0.0,0.0,False,,
37,1773773090.9388678,NORMAL,0.0,0.0,False,,
38,1773773090.970689,NORMAL,0.0,0.0,False,,
39,1773773091.0027385,NORMAL,0.0,0.0,False,,
40,1773773091.0347419,NORMAL,0.0,0.0,False,,
41,1773773091.0664525,NORMAL,0.0,0.0,False,,
42,1773773091.1001832,NORMAL,0.0,0.0,False,,
43,1773773091.1307352,NORMAL,0.0,0.0,False,,
44,1773773091.162755,NORMAL,0.0,0.0,False,,
45,1773773091.1946914,NORMAL,0.0,0.0,False,,
46,1773773091.2267313,NORMAL,0.0,0.0,False,,
47,1773773091.2594905,NORMAL,0.0,0.0,False,,
48,1773773091.291321,NORMAL,0.0,0.0,False,,
49,1773773091.3386896,NORMAL,0.0,0.0,False,,
50,1773773091.3702154,NORMAL,0.0,0.0,False,,
51,1773773091.4027367,NORMAL,0.0,0.0,False,,
52,1773773091.4347665,NORMAL,0.0,0.0,False,,
53,1773773091.4667761,NORMAL,0.0,0.0,False,,
54,1773773091.4987695,NORMAL,0.0,0.0,False,,
55,1773773091.5307481,NORMAL,0.0,0.0,False,,
56,1773773091.562773,NORMAL,0.0,0.0,False,,
57,1773773091.5945482,NORMAL,0.0,0.0,False,,
58,1773773091.6268122,NORMAL,0.0,0.0,False,,
59,1773773091.6587572,NORMAL,0.0,0.0,False,,
60,1773773091.6906564,NORMAL,0.0,0.0,False,,
61,1773773091.7389548,NORMAL,0.0,0.0,False,,
62,1773773091.7708187,NORMAL,0.0,0.0,False,,
63,1773773091.802755,NORMAL,0.0,0.0,False,,
64,1773773091.8347473,NORMAL,0.0,0.0,False,,
65,1773773091.8671126,NORMAL,0.0,0.0,False,,
66,1773773091.898889,NORMAL,0.0,0.0,False,,
67,1773773091.9306862,NORMAL,0.0,0.0,False,,
68,1773773091.9627419,NORMAL,0.0,0.0,False,,
69,1773773091.9948218,NORMAL,0.0,0.0,False,,
70,1773773092.026754,NORMAL,0.0,0.0,False,,
71,1773773092.058423,NORMAL,0.0,0.0,False,,
72,1773773092.0905435,NORMAL,0.0,0.0,False,,
73,1773773092.1389117,NORMAL,0.0,0.0,False,,
74,1773773092.1711457,NORMAL,0.0,0.0,False,,
75,1773773092.203028,NORMAL,0.0,0.0,False,,
76,1773773092.2351413,NORMAL,0.0,0.0,False,,
77,1773773092.267366,NORMAL,0.0,0.0,False,,
78,1773773092.2989573,NORMAL,0.0,0.0,False,,
79,1773773092.330763,NORMAL,0.0,0.0,False,,
80,1773773092.362293,NORMAL,0.0,0.0,False,,
81,1773773092.3959165,NORMAL,0.0,0.0,False,,
82,1773773092.4269435,NORMAL,0.0,0.0,False,,
83,1773773092.4592566,NORMAL,0.0,0.0,False,,
84,1773773092.4907346,NORMAL,0.0,0.0,False,,
85,1773773092.5400977,NORMAL,0.0,0.0,False,,
86,1773773092.5725353,NORMAL,0.0,0.0,False,,
87,1773773092.6029363,NORMAL,0.0,0.0,False,,
88,1773773092.6348703,NORMAL,0.0,0.0,False,,
89,1773773092.666745,NORMAL,0.0,0.0,False,,
90,1773773092.698229,NORMAL,0.0,0.0,False,,
91,1773773092.7308238,NORMAL,0.0,0.0,False,,
92,1773773092.7627625,NORMAL,0.0,0.0,False,,
93,1773773092.7947376,NORMAL,0.0,0.0,False,,
94,1773773092.8272073,NORMAL,0.0,0.0,False,,
95,1773773092.8588438,NORMAL,0.0,0.0,False,,
96,1773773092.8907144,NORMAL,0.0,0.0,False,,
97,1773773092.9400978,NORMAL,0.0,0.0,False,,
98,1773773092.9707296,NORMAL,0.0,0.0,False,,
99,1773773093.0026536,NORMAL,0.0,0.0,False,,
100,1773773093.0341702,NORMAL,0.0,0.0,False,,
101,1773773093.0667787,NORMAL,0.0,0.0,False,,
102,1773773093.098741,NORMAL,0.0,0.0,False,,
103,1773773093.1317418,NORMAL,0.0,0.0,False,,
104,1773773093.162705,NORMAL,0.0,0.0,False,,
105,1773773093.1947107,NORMAL,0.0,0.0,False,,
106,1773773093.2268698,NORMAL,0.0,0.0,False,,
107,1773773093.258697,NORMAL,0.0,0.0,False,,
108,1773773093.2907877,NORMAL,0.0,0.0,False,,
109,1773773093.341398,NORMAL,0.0,0.0,False,,
110,1773773093.370994,NORMAL,0.0,0.0,False,,
111,1773773093.4030669,NORMAL,0.0,0.0,False,,
112,1773773093.4350266,NORMAL,0.0,0.0,False,,
113,1773773093.4667234,NORMAL,0.0,0.0,False,,
114,1773773093.501206,NORMAL,0.0,0.0,False,,
115,1773773093.5307784,NORMAL,0.0,0.0,False,,
116,1773773093.5626132,NORMAL,0.0,0.0,False,,
117,1773773093.5946622,NORMAL,0.0,0.0,False,,
118,1773773093.6267467,NORMAL,0.0,0.0,False,,
119,1773773093.6608338,NORMAL,0.0,0.0,False,,
120,1773773093.690758,NORMAL,0.0,0.0,False,,
121,1773773093.7390435,NORMAL,0.0,0.0,False,,
122,1773773093.7707436,NORMAL,0.0,0.0,False,,
123,1773773093.802687,NORMAL,0.0,0.0,False,,
124,1773773093.834775,NORMAL,0.0,0.0,False,,
125,1773773093.8667195,NORMAL,0.0,0.0,False,,
126,1773773093.8987744,NORMAL,0.0,0.0,False,,
127,1773773093.9306903,NORMAL,0.0,0.0,False,,
128,1773773093.962636,NORMAL,0.0,0.0,False,,
129,1773773093.99474,NORMAL,0.0,0.0,False,,
130,1773773094.026732,NORMAL,0.0,0.0,False,,
131,1773773094.0587347,NORMAL,0.0,0.0,False,,
132,1773773094.0916908,NORMAL,0.0,0.0,False,,
133,1773773094.1386714,NORMAL,0.0,0.0,False,,
134,1773773094.1707945,NORMAL,0.0,0.0,False,,
135,1773773094.2028544,NORMAL,0.0,0.0,False,,
136,1773773094.2348218,NORMAL,0.0,0.0,False,,
137,1773773094.2670183,NORMAL,0.0,0.0,False,,
138,1773773094.2989252,NORMAL,0.0,0.0,False,,
139,1773773094.330886,NORMAL,0.0,0.0,False,,
140,1773773094.362836,NORMAL,0.0,0.0,False,,
141,1773773094.3949177,NORMAL,0.0,0.0,False,,
142,1773773094.4267235,NORMAL,0.0,0.0,False,,
143,1773773094.459349,NORMAL,0.0,0.0,False,,
144,1773773094.4909625,NORMAL,0.0,0.0,False,,
145,1773773094.5388038,NORMAL,0.0,0.0,False,,
146,1773773094.570797,NORMAL,0.0,0.0,False,,
147,1773773094.602002,NORMAL,0.0,0.0,False,,
148,1773773094.6347332,NORMAL,0.0,0.0,False,,
149,1773773094.6669478,NORMAL,0.0,0.0,False,,
150,1773773094.6993818,NORMAL,0.0,0.0,False,,
151,1773773094.730357,NORMAL,0.0,0.0,False,,
152,1773773094.7626626,NORMAL,0.0,0.0,False,,
153,1773773094.794762,NORMAL,0.0,0.0,False,,
154,1773773094.826571,NORMAL,0.0,0.0,False,,
155,1773773094.8589604,NORMAL,0.0,0.0,False,,
156,1773773094.8907363,NORMAL,0.0,0.0,False,,
157,1773773094.9391596,NORMAL,0.0,0.0,False,,
158,1773773094.9710708,NORMAL,0.0,0.0,False,,
159,1773773095.0030506,NORMAL,0.0,0.0,False,,
160,1773773095.0350094,NORMAL,0.0,0.0,False,,
161,1773773095.0671175,NORMAL,0.0,0.0,False,,
162,1773773095.0986469,NORMAL,0.0,0.0,False,,
163,1773773095.1307678,NORMAL,0.0,0.0,False,,
164,1773773095.1627283,NORMAL,0.0,0.0,False,,
165,1773773095.1947517,NORMAL,0.0,0.0,False,,
166,1773773095.2268043,NORMAL,0.0,0.0,False,,
167,1773773095.258597,NORMAL,0.0,0.0,False,,
168,1773773095.2906985,NORMAL,0.0,0.0,False,,
169,1773773095.338817,NORMAL,0.0,0.0,False,,
170,1773773095.3704956,NORMAL,0.0,0.0,False,,
171,1773773095.4026494,NORMAL,0.0,0.0,False,,
172,1773773095.4350612,NORMAL,0.0,0.0,False,,
173,1773773095.4661493,NORMAL,0.0,0.0,False,,
174,1773773095.4988203,NORMAL,0.0,0.0,False,,
175,1773773095.5309732,NORMAL,0.0,0.0,False,,
176,1773773095.5631437,NORMAL,0.0,0.0,False,,
177,1773773095.5943058,NORMAL,0.0,0.0,False,,
178,1773773095.6271057,NORMAL,0.0,0.0,False,,
179,1773773095.6588202,NORMAL,0.0,0.0,False,,
180,1773773095.6907365,NORMAL,0.0,0.0,False,,
181,1773773095.7387013,NORMAL,0.0,0.0,False,,
182,1773773095.7707071,NORMAL,0.0,0.0,False,,
183,1773773095.8028114,NORMAL,0.0,0.0,False,,
184,1773773095.8348818,NORMAL,0.0,0.0,False,,
185,1773773095.8667717,NORMAL,0.0,0.0,False,,
186,1773773095.9007757,NORMAL,0.0,0.0,False,,
187,1773773095.9307194,NORMAL,0.0,0.0,False,,
188,1773773095.9627025,NORMAL,0.0,0.0,False,,
189,1773773095.9947329,NORMAL,0.0,0.0,False,,
190,1773773096.0267658,NORMAL,0.0,0.0,False,,
191,1773773096.060949,NORMAL,0.0,0.0,False,,
192,1773773096.0906532,NORMAL,0.0,0.0,False,,
193,1773773096.138799,NORMAL,0.0,0.0,False,,
194,1773773096.1708753,NORMAL,0.0,0.0,False,,
195,1773773096.202675,NORMAL,0.0,0.0,False,,
196,1773773096.2348418,NORMAL,0.0,0.0,False,,
197,1773773096.2671664,NORMAL,0.0,0.0,False,,
198,1773773096.2988992,NORMAL,0.0,0.0,False,,
199,1773773096.3302112,NORMAL,0.0,0.0,False,,
200,1773773096.3629713,NORMAL,0.0,0.0,False,,
201,1773773096.395164,NORMAL,0.0,0.0,False,,
202,1773773096.4266453,NORMAL,0.0,0.0,False,,
203,1773773096.4586825,NORMAL,0.0,0.0,False,,
204,1773773096.4906888,NORMAL,0.0,0.0,False,,
205,1773773096.5388613,NORMAL,0.0,0.0,False,,
206,1773773096.5707507,NORMAL,0.0,0.0,False,,
207,1773773096.6024256,NORMAL,0.0,0.0,False,,
208,1773773096.6357217,NORMAL,0.0,0.0,False,,
209,1773773096.666864,NORMAL,0.0,0.0,False,,
210,1773773096.6987324,NORMAL,0.0,0.0,False,,
211,1773773096.7307417,NORMAL,0.0,0.0,False,,
212,1773773096.7626977,NORMAL,0.0,0.0,False,,
213,1773773096.7947888,NORMAL,0.0,0.0,False,,
214,1773773096.8268614,NORMAL,0.0,0.0,False,,
215,1773773096.8588116,NORMAL,0.0,0.0,False,,
216,1773773096.890678,NORMAL,0.0,0.0,False,,
217,1773773096.938717,NORMAL,0.0,0.0,False,,
218,1773773096.9702778,NORMAL,0.0,0.0,False,,
219,1773773097.0027318,NORMAL,0.0,0.0,False,,
220,1773773097.0347729,NORMAL,0.0,0.0,False,,
221,1773773097.066677,NORMAL,0.0,0.0,False,,
222,1773773097.0983152,NORMAL,0.0,0.0,False,,
223,1773773097.1309376,NORMAL,0.0,0.0,False,,
224,1773773097.1627781,NORMAL,0.0,0.0,False,,
225,1773773097.194753,NORMAL,0.0,0.0,False,,
226,1773773097.2267604,NORMAL,0.0,0.0,False,,
227,1773773097.2587264,NORMAL,0.0,0.0,False,,
228,1773773097.2908654,NORMAL,0.0,0.0,False,,
229,1773773097.3388264,NORMAL,0.0,0.0,False,,
230,1773773097.3708007,NORMAL,0.0,0.0,False,,
231,1773773097.4019954,NORMAL,0.0,0.0,False,,
232,1773773097.434805,NORMAL,0.0,0.0,False,,
233,1773773097.4683871,NORMAL,0.0,0.0,False,,
234,1773773097.4996886,NORMAL,0.0,0.0,False,,
235,1773773097.5310948,NORMAL,0.0,0.0,False,,
236,1773773097.5628138,NORMAL,0.0,0.0,False,,
237,1773773097.5949547,NORMAL,0.0,0.0,False,,
238,1773773097.6262116,NORMAL,0.0,0.0,False,,
