frame_index,timestamp,system_state,state_conf,inference_ms,is_event,event_type,triggered_rules
0,1773772556.532539,INITIALIZING,0.0,0.0,False,,
1,1773772556.573879,INITIALIZING,0.0,0.0,False,,
2,1773772556.6044853,INITIALIZING,0.0,0.0,False,,
3,1773772556.635686,INITIALIZING,0.0,0.0,False,,
4,1773772556.6696136,NORMAL,0.0,0.0,False,,
5,1773772556.6991956,NORMAL,0.0,0.0,False,,
6,1773772556.7318978,NORMAL,0.0,0.0,False,,
7,1773772556.763797,NORMAL,0.0,0.0,False,,
8,1773772556.7957487,NORMAL,0.0,0.0,False,,
9,1773772556.8278897,NORMAL,0.0,0.0,False,,
10,1773772556.8598013,NORMAL,0.0,0.0,False,,
11,1773772556.8918629,NORMAL,0.0,0.0,False,,
12,1773772556.9237542,NORMAL,0.0,0.0,False,,
13,1773772556.9717226,NORMAL,0.0,0.0,False,,
14,1773772557.0032918,NORMAL,0.0,0.0,False,,
15,1773772557.0357254,NORMAL,0.0,0.0,False,,
16,1773772557.0678058,NORMAL,0.0,0.0,False,,
17,1773772557.09997,NORMAL,0.0,0.0,False,,
18,1773772557.1319644,NORMAL,0.0,0.0,False,,
19,1773772557.1638942,NORMAL,0.0,0.0,False,,
20,1773772557.1958785,NORMAL,0.0,0.0,False,,
21,1773772557.2274866,NORMAL,0.0,0.0,False,,
22,1773772557.2598815,NORMAL,0.0,0.0,False,,
23,1773772557.2918794,NORMAL,0.0,0.0,False,,
24,1773772557.3237936,NORMAL,0.0,0.0,False,,
25,1773772557.372101,NORMAL,0.0,0.0,False,,
26,1773772557.4038084,NORMAL,0.0,0.0,False,,
27,1773772557.4359307,NORMAL,0.0,0.0,False,,
28,1773772557.4685435,NORMAL,0.0,0.0,False,,
29,1773772557.5006554,NORMAL,0.0,0.0,False,,
30,1773772557.5319557,NORMAL,0.0,0.0,False,,
31,1773772557.5638616,NORMAL,0.0,0.0,False,,
32,1773772557.5967607,NORMAL,0.0,0.0,False,,
33,1773772557.629124,NORMAL,0.0,0.0,False,,
34,1773772557.66016,NORMAL,0.0,0.0,False,,
35,1773772557.6923392,NORMAL,0.0,0.0,False,,
36,1773772557.7240293,NORMAL,0.0,0.0,False,,
37,1773772557.7717795,NORMAL,0.0,0.0,False,,
38,1773772557.803748,NORMAL,0.0,0.0,False,,
39,1773772557.835766,NORMAL,0.0,0.0,False,,
40,1773772557.8677173,NORMAL,0.0,0.0,False,,
41,1773772557.899873,NORMAL,0.0,0.0,False,,
42,1773772557.931805,NORMAL,0.0,0.0,False,,
43,1773772557.963684,NORMAL,0.0,0.0,False,,
44,1773772557.9956753,NORMAL,0.0,0.0,False,,
45,1773772558.0276814,NORMAL,0.0,0.0,False,,
46,1773772558.0599248,NORMAL,0.0,0.0,False,,
47,1773772558.0924065,NORMAL,0.0,0.0,False,,
48,1773772558.1246734,NORMAL,0.0,0.0,False,,
49,1773772558.1718407,NORMAL,0.0,0.0,False,,
50,1773772558.2035866,NORMAL,0.0,0.0,False,,
51,1773772558.2357428,NORMAL,0.0,0.0,False,,
52,1773772558.2678437,NORMAL,0.0,0.0,False,,
53,1773772558.2994926,NORMAL,0.0,0.0,False,,
54,1773772558.331851,NORMAL,0.0,0.0,False,,
55,1773772558.3637934,NORMAL,0.0,0.0,False,,
56,1773772558.3957398,NORMAL,0.0,0.0,False,,
57,1773772558.427817,NORMAL,0.0,0.0,False,,
58,1773772558.459886,NORMAL,0.0,0.0,False,,
59,1773772558.4914162,NORMAL,0.0,0.0,False,,
60,1773772558.5237281,NORMAL,0.0,0.0,False,,
61,1773772558.5724509,NORMAL,0.0,0.0,False,,
62,1773772558.6040041,NORMAL,0.0,0.0,False,,
63,1773772558.6358747,NORMAL,0.0,0.0,False,,
