frame_index,timestamp,system_state,state_conf,inference_ms,is_event,event_type,triggered_rules
0,1773774290.302426,INITIALIZING,0.0,0.0,False,,
1,1773774290.3427134,INITIALIZING,0.0,0.0,False,,
2,1773774290.373541,INITIALIZING,0.0,0.0,False,,
3,1773774290.405374,INITIALIZING,0.0,0.0,False,,
4,1773774290.4372907,NORMAL,0.0,0.0,False,,
5,1773774290.4683156,NORMAL,0.0,0.0,False,,
6,1773774290.5011754,NORMAL,0.0,0.0,False,,
7,1773774290.5335917,NORMAL,0.0,0.0,False,,
8,1773774290.564693,NORMAL,0.0,0.0,False,,
9,1773774290.597184,NORMAL,0.0,0.0,False,,
10,1773774290.629247,NORMAL,0.0,0.0,False,,
11,1773774290.661113,NORMAL,0.0,0.0,False,,
12,1773774290.6943572,NORMAL,0.0,0.0,False,,
13,1773774290.7412682,NORMAL,0.0,0.0,False,,
14,1773774290.7732458,NORMAL,0.0,0.0,False,,
15,1773774290.8055904,NORMAL,0.0,0.0,False,,
16,1773774290.8375657,NORMAL,0.0,0.0,False,,
17,1773774290.869558,NORMAL,0.0,0.0,False,,
18,1773774290.900737,NORMAL,0.0,0.0,False,,
19,1773774290.9329743,NORMAL,0.0,0.0,False,,
20,1773774290.964897,NORMAL,0.0,0.0,False,,
21,1773774290.9969885,NORMAL,0.0,0.0,False,,
22,1773774291.0303311,NORMAL,0.0,0.0,False,,
23,1773774291.0614586,NORMAL,0.0,0.0,False,,
24,1773774291.0931427,NORMAL,0.0,0.0,False,,
25,1773774291.1428225,NORMAL,0.0,0.0,False,,
26,1773774291.1734178,NORMAL,0.0,0.0,False,,
27,1773774291.2046192,NORMAL,0.0,0.0,False,,
28,1773774291.2371736,NORMAL,0.0,0.0,False,,
29,1773774291.2693377,NORMAL,0.0,0.0,False,,
30,1773774291.3012154,NORMAL,0.0,0.0,False,,
31,1773774291.3327405,NORMAL,0.0,0.0,False,,
32,1773774291.3654654,NORMAL,0.0,0.0,False,,
33,1773774291.3971212,NORMAL,0.0,0.0,False,,
34,1773774291.4295855,NORMAL,0.0,0.0,False,,
35,1773774291.461538,NORMAL,0.0,0.0,False,,
36,1773774291.4934103,NORMAL,0.0,0.0,False,,
37,1773774291.5407338,NORMAL,0.0,0.0,False,,
38,1773774291.5732448,NORMAL,0.0,0.0,False,,
39,1773774291.6053324,NORMAL,0.0,0.0,False,,
40,1773774291.6371353,NORMAL,0.0,0.0,False,,
41,1773774291.6693609,NORMAL,0.0,0.0,False,,
42,1773774291.7015743,NORMAL,0.0,0.0,False,,
43,1773774291.7334504,NORMAL,0.0,0.0,False,,
44,1773774291.764677,NORMAL,0.0,0.0,False,,
45,1773774291.7971768,NORMAL,0.0,0.0,False,,
46,1773774291.8291628,NORMAL,0.0,0.0,False,,
47,1773774291.8611722,NORMAL,0.0,0.0,False,,
48,1773774291.8932164,NORMAL,0.0,0.0,False,,
49,1773774291.9411457,NORMAL,0.0,0.0,False,,
