Date,open,high,low,close,volume
2022-01-26,18790.044921875,18790.044921875,18790.044921875,18790.044921875,0
2022-01-27,18640.916327468487,18839.75276829482,17696.443233543418,17746.15234375,1137941
2022-01-28,17845.572512390794,18541.5001312584,17547.31781859039,18491.791015625,788160
2022-02-03,18790.04466488487,19138.00845497533,18790.04466488487,18889.462890625,647522
2022-02-04,18690.62581168831,19138.0078125,18690.62581168831,19138.0078125,533798
2022-02-07,19187.71717934073,19237.42629120431,18690.62606070496,19038.58984375,488911
2022-02-08,19038.58984375,19038.58984375,19038.58984375,19038.58984375,0
2022-02-09,19038.58984375,19038.58984375,19038.58984375,19038.58984375,0
2022-02-10,19336.844644756216,19336.844644756216,18939.171747177683,18988.880859375,426055
2022-02-11,18690.626823607425,18988.881506962865,18541.499481929706,18740.3359375,496902
2022-02-14,18541.498813223774,18690.62614952316,18094.11680432561,18243.244140625,481650
2022-02-15,18292.95377066116,18541.499338197315,17944.989976110537,18044.408203125,468593
2022-02-16,18342.662524606298,18939.171875,18292.95341207349,18939.171875,469117
2022-02-17,18939.17239307029,19138.008848640584,18491.790368037135,18740.3359375,635148
2022-02-18,18491.789737401832,19038.589971572317,18442.080625204515,18988.880859375,368389
2022-02-21,18790.044158935547,19088.298828125,18591.207712809246,19088.298828125,307007
2022-02-22,19088.298828125,19088.298828125,19088.298828125,19088.298828125,0
2022-02-23,19088.298828125,19088.298828125,19088.298828125,19088.298828125,0
2022-02-24,19038.590229235197,19436.263132195723,18740.335552014803,18889.462890625,760057
2022-02-25,19138.00743496295,19386.552986066366,18988.8801043009,19287.134765625,615889
2022-02-28,19287.134765625,19287.134765625,19287.134765625,19287.134765625,0
2022-03-02,19983.06432227047,20181.900783188583,19833.936976581885,20032.7734375,752523
2022-03-03,20132.191667959058,20132.191667959058,19684.809630893298,20032.7734375,497022
2022-03-04,20032.7734375,20032.7734375,20032.7734375,20032.7734375,0
2022-03-07,20132.190346262563,20132.190346262563,19784.2265625,19784.2265625,528853
2022-03-08,19585.389046515345,19784.225483535807,19138.00706321931,19436.26171875,457211
2022-03-10,19436.26171875,19436.26171875,19436.26171875,19436.26171875,0
2022-03-11,18939.170263919736,19585.388671875,18939.170263919736,19585.388671875,572832
2022-03-14,19436.262351238664,19784.226127347796,19138.007686002267,19187.716796875,547274
2022-03-15,19138.006601459434,19187.71570951517,18790.042845069263,18839.751953125,367323
2022-03-16,18988.880353384066,19237.425907747733,18839.753020765867,19187.716796875,426029
2022-03-17,19386.552986066366,19585.3894269491,19287.134765625,19287.134765625,442949
2022-03-18,19436.263157634494,19635.099609375,19287.135818829112,19635.099609375,417135
2022-03-21,19635.099609375,19635.099609375,19635.099609375,19635.099609375,0
2022-03-22,19734.51745053392,19983.06301036432,19535.681002669597,19784.2265625,460847
2022-03-23,19933.354027274876,19933.354027274876,19635.099353550064,19734.517578125,363751
2022-03-24,19635.09872512438,19983.0625,19535.680503731342,19983.0625,485959
2022-03-25,20082.48255272953,20430.446359336227,19983.06432227047,20032.7734375,760904
2022-03-28,19983.063933574507,20231.609504887623,19833.936590786638,20181.900390625,373672
2022-03-29,20331.02666333803,20331.02666333803,19784.226435228695,19833.935546875,501557
2022-03-30,19833.935802699936,20082.48136413728,19684.808465837534,19734.517578125,451306
2022-03-31,19833.934548717752,20629.280295032248,19833.934548717752,20231.607421875,1030461
2022-04-01,20132.189959671134,20181.899070682666,19883.644404613464,19933.353515625,358528
2022-04-04,19883.6446585213,20032.771993460214,19734.517323582393,19833.935546875,366206
2022-04-05,19883.644914987406,19933.354027274876,19684.808465837534,19734.517578125,308330
2022-04-06,19585.3894269491,19635.098537169783,19138.00743496295,19287.134765625,592729
2022-04-07,19088.299212598424,19237.42655019685,18889.462762467192,18939.171875,432421
2022-04-08,18988.880859375,19088.299083769634,18790.04441058573,18988.880859375,319995
2022-04-11,18988.879277292217,18988.879277292217,18740.333737013523,18839.751953125,346480
2022-04-12,18640.915890957447,18790.043218085106,18591.206781914894,18690.625,356245
2022-04-13,19038.58984375,19237.42629120431,18988.880731886424,19038.58984375,467535
2022-04-14,19138.007939656578,19237.426162719727,18939.171493530273,19088.298828125,312477
2022-04-15,18988.88060506185,19088.298828125,18790.044158935547,19088.298828125,284354
2022-04-18,18988.880859375,19138.008195966948,18839.75352278305,18988.880859375,289682
2022-04-19,18988.880353384066,19187.716796875,18939.171242511333,19187.716796875,282186
2022-04-20,19187.716923701297,19237.426034902597,19038.589590097403,19138.0078125,277649
2022-04-21,19138.008858816964,19535.681770169005,19088.29974489796,19485.97265625,492076
2022-04-22,19386.552859897172,19436.261969794345,19187.716420308483,19336.84375,305238
2022-04-25,18939.17239307029,19038.590620855437,18690.626823607425,18740.3359375,467155
2022-04-26,18790.04466488487,19088.299342105263,18790.04466488487,18889.462890625,324987
2022-04-27,18392.37034574468,18790.043218085106,18392.37034574468,18690.625,400016
2022-04-28,18740.335424868765,18988.880987532808,18591.20808727034,18939.171875,330453
2022-04-29,18939.171875,19038.590100065616,18790.044537401573,18939.171875,282944
2022-05-02,18790.04441058573,19287.1355325589,18790.04441058573,18988.880859375,439140
2022-05-03,19038.590100065616,19138.00832513123,18939.171875,18939.171875,266451
2022-05-04,18988.880987532808,19038.590100065616,18790.044537401573,18939.171875,356433
2022-05-06,18790.044284432115,19088.298955613576,18690.62606070496,19038.58984375,365546
2022-05-10,18094.116427364865,18491.789315878377,17795.86176097973,18392.37109375,526399
2022-05-11,18342.662493596312,18442.080718493853,18143.82604380123,18193.53515625,353084
2022-05-12,17895.281776685395,18094.118240870786,17547.317964360955,17696.4453125,535704
2022-05-13,17795.8623822774,18442.080848672944,17746.15326947774,18143.826171875,410244
2022-05-16,18342.662753262364,18342.662753262364,18044.408074347528,18094.1171875,290542
2022-05-17,18143.827595697832,18392.373179200542,18094.11847899729,18342.6640625,303406
2022-05-18,18442.080718493853,18491.789830942624,18044.407818903688,18193.53515625,318341
2022-05-19,17646.736196453654,17895.281776685395,17646.736196453654,17696.4453125,347054
2022-05-20,17845.571369108606,18193.53515625,17746.153144211065,18193.53515625,269405
2022-05-23,18243.24401324728,18342.662236752716,18143.825789741848,18292.953125,277362
2022-05-24,18292.95377066116,18392.371997675622,17994.69908961777,18044.408203125,275765
2022-05-25,18143.825789741848,18392.371348505432,17994.698454483696,18292.953125,254225
2022-05-26,18292.954945799458,18491.791412601626,18292.954945799458,18342.6640625,278131
2022-05-27,18491.78918884771,18541.498299570416,18193.534524511455,18442.080078125,290442
2022-05-30,18640.9175812252,18889.463148974868,18640.9175812252,18790.044921875,381923
2022-05-31,18939.173040818798,19237.427734375,18839.7548096334,19237.427734375,696333
2022-06-02,19287.136458333334,19386.5546875,18988.881770833334,19386.5546875,524542
2022-06-03,19386.55442841199,19485.97265625,19138.008858816964,19485.97265625,448229
2022-06-07,19635.100260416668,20331.027864583335,19585.391145833335,20132.19140625,2057566
2022-06-08,22170.26496622625,22468.519651870545,20678.99153800475,20927.537109375,7461549
2022-06-09,21126.37285028036,23164.446466425055,21076.663737691466,22717.064453125,16607375
2022-06-10,22468.517081277412,23313.57192725466,22369.098864103617,22667.353515625,4985635
2022-06-13,22418.80961660553,22866.191626693002,21772.591157590294,22021.13671875,4034813
2022-06-14,21772.59065645973,22269.681767337806,21474.335989932886,22219.97265625,3080038
2022-06-15,21921.71953125,22021.137760416666,20082.482291666667,20132.19140625,4093581
2022-06-16,20529.863374724497,20728.699823874373,19684.808465837534,19734.517578125,2369719
2022-06-17,19038.589883008794,20082.48123429648,18889.46254711055,19784.2265625,1858497
2022-06-20,20132.19206542969,20529.864995117186,19734.519135742186,19883.646484375,1773187
2022-06-21,19933.35494791667,20380.736979166668,19485.97291666667,20132.19140625,1136351
2022-06-22,20331.02648133117,20331.02648133117,19088.2987012987,19138.0078125,1481804
2022-06-23,19038.58980129076,19287.135360054348,18193.534901494564,18292.953125,1845875
2022-06-24,18541.49935412533,18988.881376074736,18342.662899925595,18790.044921875,920312
2022-06-27,19138.008106940953,20032.7721223304,18988.880771042714,19784.2265625,1032518
2022-06-28,19933.352844527548,21076.662359300946,19883.643735189573,20977.244140625,1690618
2022-06-29,20629.280375259183,21573.75345268069,20579.571265921208,20977.244140625,1743437
2022-06-30,21176.081345778246,21374.917790339543,20331.026456392727,20678.990234375,1519800
2022-07-01,21126.373962694375,21424.628653932414,20480.15546501196,20778.41015625,1656353
2022-07-04,21126.372120911594,21176.081231784327,18790.043909893135,19187.716796875,2541365
2022-07-05,19187.71797273597,19535.681770169005,18541.499491788905,19485.97265625,1093224
2022-07-06,19287.13430851064,19585.388962765956,18640.915890957447,18690.625,918850
2022-07-07,18790.044537401573,18988.880987532808,18342.662524606298,18939.171875,844123
2022-07-08,19585.389683856865,19833.93523822053,19038.5894642568,19187.716796875,1477123
2022-07-11,19287.13605737434,19336.845170924273,18690.626694775132,18790.044921875,749521
2022-07-12,18591.208451704544,18690.626678719007,17944.989976110537,18044.408203125,931907
2022-07-13,17944.989848042584,18392.371866414836,17597.026055975275,18094.1171875,813282
2022-07-14,17845.570872043918,18491.789315878377,17845.570872043918,18392.37109375,674965
2022-07-15,18392.371266682945,19336.84438578288,18044.407485961914,19088.298828125,1352128
2022-07-18,19386.555322265624,20132.19206542969,19187.718857421874,19883.646484375,1716158
2022-07-19,20828.11808347239,20927.5363082145,20132.190510277607,20480.154296875,2918673
2022-07-20,20529.863109923244,20579.57222156955,19684.808211936088,19833.935546875,1685948
2022-07-21,19883.644028465347,20231.60779896349,19784.22580832302,20082.48046875,836904
2022-07-22,20678.990778688523,24407.174212346312,20678.990778688523,24258.046875,31111778
2022-07-25,24307.756268712576,25202.520303143712,24059.210703592813,24904.265625,16464385
2022-07-26,24904.264988111412,26146.992781929348,24655.719429347824,25152.810546875,13799507
